213	65	0
214	65	0
215	65	0
216	65	0
217	65	0
218	65	0
219	65	0
220	65	0
221	65	0
222	65	0
223	65	0
224	65	0
225	65	0
226	65	0
227	65	0
228	65	0
229	65	0
230	65	0
231	65	0
232	65	0
233	65	0
234	65	0
235	65	0
236	65	0
237	65	0
238	65	0
239	65	0
240	65	0
213	66	32768
214	66	32768
215	66	32768
216	66	32768
217	66	32768
218	66	32768
219	66	32768
220	66	0
221	66	0
222	66	8935448
223	66	8935448
224	66	8935448
225	66	8935448
226	66	8935448
227	66	8935448
228	66	16308336
229	66	16308336
230	66	0
231	66	0
232	66	16308336
233	66	16308336
234	66	0
235	66	0
236	66	32768
237	66	32768
238	66	32768
239	66	32768
240	66	32768
213	67	32768
214	67	32768
215	67	32768
216	67	32768
217	67	32768
218	67	32768
219	67	32768
220	67	0
221	67	0
222	67	8935448
223	67	8935448
224	67	8935448
225	67	8935448
226	67	8935448
227	67	8935448
228	67	16308336
229	67	16308336
230	67	0
231	67	0
232	67	16308336
233	67	16308336
234	67	0
235	67	0
236	67	32768
237	67	32768
238	67	32768
239	67	32768
240	67	32768
213	68	32768
214	68	32768
215	68	32768
216	68	32768
217	68	32768
218	68	32768
219	68	32768
220	68	8935448
221	68	8935448
222	68	8935448
223	68	8935448
224	68	8935448
225	68	8935448
226	68	8935448
227	68	8935448
228	68	0
229	68	0
230	68	8935448
231	68	8935448
232	68	0
233	68	0
234	68	32768
235	68	32768
236	68	32768
237	68	32768
238	68	32768
239	68	32768
240	68	32768
213	69	32768
214	69	32768
215	69	32768
216	69	32768
217	69	32768
218	69	32768
219	69	32768
220	69	8935448
221	69	8935448
222	69	8935448
223	69	8935448
224	69	8935448
225	69	8935448
226	69	8935448
227	69	8935448
228	69	0
229	69	0
230	69	8935448
231	69	8935448
232	69	0
233	69	0
234	69	32768
235	69	32768
236	69	32768
237	69	32768
238	69	32768
239	69	32768
240	69	32768
213	70	32768
214	70	32768
215	70	32768
216	70	32768
217	70	32768
218	70	8935448
219	70	8935448
220	70	16316664
221	70	16316664
222	70	16316664
223	70	16316664
224	70	8935448
225	70	8935448
226	70	4227224
227	70	4227224
228	70	4227224
229	70	4227224
230	70	2109576
231	70	2109576
232	70	4227224
233	70	4227224
234	70	2109576
235	70	2109576
236	70	32768
237	70	32768
238	70	32768
239	70	32768
240	70	32768
213	71	32768
214	71	32768
215	71	32768
216	71	32768
217	71	32768
218	71	8935448
219	71	8935448
220	71	16316664
221	71	16316664
222	71	16316664
223	71	16316664
224	71	8935448
225	71	8935448
226	71	4227224
227	71	4227224
228	71	4227224
229	71	4227224
230	71	2109576
231	71	2109576
232	71	4227224
233	71	4227224
234	71	2109576
235	71	2109576
236	71	32768
237	71	32768
238	71	32768
239	71	32768
240	71	32768
213	72	32768
214	72	32768
215	72	32768
216	72	32768
217	72	32768
218	72	8935448
219	72	8935448
220	72	16316664
221	72	16316664
222	72	16316664
223	72	16316664
224	72	8935448
225	72	8935448
226	72	4227224
227	72	4227224
228	72	4227224
229	72	4227224
230	72	4227224
231	72	4227224
232	72	8444104
233	72	8444104
234	72	8444104
235	72	8444104
236	72	2109576
237	72	2109576
238	72	32768
239	72	32768
240	72	32768
213	73	32768
214	73	32768
215	73	32768
216	73	32768
217	73	32768
218	73	8935448
219	73	8935448
220	73	16316664
221	73	16316664
222	73	16316664
223	73	16316664
224	73	8935448
225	73	8935448
226	73	4227224
227	73	4227224
228	73	4227224
229	73	4227224
230	73	4227224
231	73	4227224
232	73	8444104
233	73	8444104
234	73	8444104
235	73	8444104
236	73	2109576
237	73	2109576
238	73	32768
239	73	32768
240	73	32768
